tract_split_base,year,lacity,spa,sd,cd,ca_ssd,ca_sad,us_cd,demogsurvct,shelthmisct,demogsurveyany,sheltercountany,streetcountany,totstreetsingadult,totstreetfamhh,totstreetfammem,totsafeparksingadult,totsafeparkfamhh,totsafeparkfammem,totcars,totvans,totcampers,tottents,totmss,totcarpeople,totvanpeople,totcamperpeople,tottentpeople,totmsspeople,famcarhh,famvanhh,famcamperhh,famtenthh,fammsshh,famcarpeople,famvanpeople,famcamperpeople,famtentpeople,fammsspeople,indcarpeople,indvanpeople,indcamperpeople,indtentpeople,indmsspeople,totesadultsingadult,totesadultfamhh,totesadultfammem,totesyouthsingyouth,totesyouthfamhh,totesyouthfammem,totesyouthunaccyouth,totthadultsingadult,totthadultfamhh,totthadultfammem,totthyouthsingyouth,totthyouthfamhh,totthyouthfammem,totthyouthunaccyouth,totshadultsingadult,totshadultfamhh,totshadultfammem,totshyouthsingyouth,totshyouthfamhh,totshyouthfammem,totshyouthunaccyouth,totunsheltpeople,totespeople,totthpeople,totshpeople,totsheltpeople,totpeople,GEOID
532302,2022,2,7,1,0,32,58,40,0,0,0,0,1,4,0,0,0,0,0,3,2,0,0,9,3.992,2.526,0.0,0.0,13.962,0.14,0.037,0.0,0.0,0.034,0.456,0.114,0.0,0.0,0.102,3.536,2.412,0.0,0.0,13.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.479,0,0,0,0,24.479,06037532302
532303,2022,2,7,1,0,32,58,40,6,0,1,0,2,2,0,0,0,0,0,5,2,18,1,5,6.6530000000000005,2.526,31.942,1.303,7.756,0.234,0.037,0.34099999999999997,0.002,0.019,0.76,0.114,1.3940000000000001,0.007,0.057,5.893000000000001,2.412,30.546999999999997,1.296,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.179,0,0,0,0,52.179,06037532303
532304,2022,2,7,1,0,33,53,40,15,107,2,1,2,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.0,3.908,3.103,0.0,0.0,0.0,0.006,0.008,0.0,0.0,0.0,0.02,0.023,0.0,0.0,0.0,3.888,3.08,76,0,0,3,0,0,0,31,0,0,0,0,0,0,4,0,0,0,0,0,0,7.011,79,31,4,114,121.011,06037532304
532400,2022,2,7,1,0,33,53,40,12,0,3,0,4,6,0,0,0,0,0,1,1,0,0,0,1.331,1.263,0.0,0.0,0.0,0.047,0.018,0.0,0.0,0.0,0.152,0.057,0.0,0.0,0.0,1.179,1.206,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.594,0,0,0,0,8.594,06037532400
532500,2022,2,7,1,0,33,53,40,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,06037532500
532603,2022,2,7,1,0,33,59,40,0,0,0,0,1,13,1,6,0,0,0,2,2,1,0,5,2.661,2.526,1.775,0.0,7.756,0.094,0.037,0.019,0.0,0.019,0.304,0.114,0.077,0.0,0.057,2.357,2.412,1.697,0.0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.718,0,0,0,0,33.718,06037532603
532604,2022,2,7,1,0,33,53,40,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,3.103,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.103,0,0,0,0,6.103,06037532604
532605,2022,2,7,1,0,33,53,40,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,3.0,06037532605
532606,2022,2,7,1,0,33,53,40,0,0,0,0,1,9,1,3,0,0,0,0,3,1,0,0,0.0,3.789,1.775,0.0,0.0,0.0,0.055,0.019,0.0,0.0,0.0,0.171,0.077,0.0,0.0,0.0,3.618,1.697,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.563,0,0,0,0,17.563,06037532606
532700,2022,2,7,2,0,33,59,40,43,0,2,0,2,18,1,9,0,0,0,8,11,33,0,6,10.645,13.892,58.559,0.0,9.308,0.374,0.202,0.625,0.0,0.022,1.215,0.626,2.556,0.0,0.068,9.43,13.266,56.003,0.0,9.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.404,0,0,0,0,119.404,06037532700
532800,2022,2,6,2,0,33,59,40,0,0,0,0,2,38,0,0,0,0,0,4,9,26,0,5,5.314,10.812999999999999,41.659,0.0,7.644,0.188,0.16499999999999998,0.492,0.0,0.019,0.608,0.513,2.0140000000000002,0.0,0.057,4.706,10.3,39.644999999999996,0.0,7.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.429,0,0,0,0,103.429,06037532800
532900,2022,2,6,2,0,33,59,40,0,0,0,0,2,116,0,0,0,0,0,5,0,25,2,14,6.6419999999999995,0.0,40.056999999999995,2.354,21.403,0.234,0.0,0.474,0.004,0.053,0.76,0.0,1.937,0.013,0.159,5.882,0.0,38.12,2.341,21.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.45100000000002,0,0,0,0,186.45100000000002,06037532900
533001,2022,2,7,2,0,33,59,40,0,0,0,0,1,1,0,0,0,0,0,0,2,1,2,0,0.0,2.526,1.775,2.605,0.0,0.0,0.037,0.019,0.004,0.0,0.0,0.114,0.077,0.013,0.0,0.0,2.412,1.697,2.592,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.906,0,0,0,0,7.906,06037533001
533002,2022,2,7,1,0,33,59,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.303,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,1.296,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.303,0,0,0,0,1.303,06037533002
533103,2022,2,7,1,0,33,59,40,7,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,06037533103
533104,2022,2,7,1,0,33,53,40,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.551,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.551,0,0,0,0,2.551,06037533104
533105,2022,2,7,1,0,33,53,40,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,06037533105
533106,2022,2,7,1,0,33,53,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037533106
533107,2022,2,7,1,0,33,53,40,0,0,0,0,1,9,0,0,0,0,0,0,2,0,0,1,0.0,2.526,0.0,0.0,1.551,0.0,0.037,0.0,0.0,0.004,0.0,0.114,0.0,0.0,0.011,0.0,2.412,0.0,0.0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.077,0,0,0,0,13.077,06037533107
533201,2022,2,7,1,0,33,53,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037533201
533202,2022,2,7,1,0,33,53,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037533202
533203,2022,2,7,1,0,33,53,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037533203
533300,2022,2,7,1,0,33,40,40,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,06037533300
533401,2022,2,7,1,0,33,63,40,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,3.0,06037533401
533402,2022,2,7,1,0,33,63,40,0,0,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1.331,1.263,1.775,0.0,0.0,0.047,0.018,0.019,0.0,0.0,0.152,0.057,0.077,0.0,0.0,1.179,1.206,1.697,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.368,0,0,0,0,8.368,06037533402
533403,2022,2,7,1,0,33,63,40,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0.0,1.263,1.775,0.0,1.551,0.0,0.018,0.019,0.0,0.004,0.0,0.057,0.077,0.0,0.011,0.0,1.206,1.697,0.0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.589,0,0,0,0,6.589,06037533403
533501,2022,2,7,1,0,33,53,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037533501
533502,2022,2,7,1,0,33,53,40,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,06037533502
533503,2022,2,7,1,0,33,53,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037533503
533601,2022,2,7,1,0,33,63,40,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,06037533601
533602,2022,2,7,1,0,33,63,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.303,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,1.296,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.303,0,0,0,0,1.303,06037533602
533603,2022,2,7,1,0,33,63,40,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,06037533603
533701,2022,2,7,1,0,33,63,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037533701
533702,2022,2,7,1,0,33,63,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037533702
533703,2022,2,7,1,0,33,63,40,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,10.859,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,10.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.859,0,0,0,0,19.859,06037533703
533803,2022,2,7,1,0,33,63,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037533803
533804,2022,2,7,1,0,33,63,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037533804
533805,2022,2,7,1,0,33,63,40,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,06037533805
533806,2022,2,7,1,0,33,63,40,0,0,0,0,2,10,0,0,0,0,0,0,0,0,1,6,0.0,0.0,0.0,1.303,9.307,0.0,0.0,0.0,0.002,0.023,0.0,0.0,0.0,0.007,0.068,0.0,0.0,0.0,1.296,9.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.61,0,0,0,0,20.61,06037533806
533901,2022,2,7,1,0,33,58,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037533901
533902,2022,2,7,1,0,33,58,40,0,0,0,0,1,4,0,0,0,0,0,1,2,1,1,3,1.331,2.526,1.775,1.303,4.654,0.047,0.037,0.019,0.002,0.011,0.152,0.114,0.077,0.007,0.034,1.179,2.412,1.697,1.296,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.587,0,0,0,0,15.587,06037533902
534001,2022,2,7,1,0,33,58,40,0,0,0,0,1,15,0,0,0,0,0,4,2,1,0,3,5.322,2.526,1.775,0.0,4.654,0.187,0.037,0.019,0.0,0.011,0.608,0.114,0.077,0.0,0.034,4.715,2.412,1.697,0.0,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.277,0,0,0,0,29.277,06037534001
534002,2022,2,7,1,0,33,58,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037534002
534101,2022,2,7,1,0,33,58,40,13,0,1,0,1,40,0,0,0,0,0,7,2,3,4,6,9.314,2.526,5.324,5.21,9.308,0.328,0.037,0.057,0.008,0.023,1.063,0.114,0.232,0.026,0.068,8.251,2.412,5.091,5.184,9.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.682,0,0,0,0,71.682,06037534101
534102,2022,2,7,1,0,33,58,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037534102
534201,2022,2,7,1,0,33,58,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037534201
534202,2022,2,7,1,0,33,58,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037534202
534203,2022,2,7,1,0,33,58,40,0,0,0,0,1,11,0,0,0,0,0,2,1,0,0,1,2.661,1.263,0.0,0.0,1.551,0.094,0.018,0.0,0.0,0.004,0.304,0.057,0.0,0.0,0.011,2.357,1.206,0.0,0.0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.475,0,0,0,0,16.475,06037534203
534301,2022,2,7,1,0,33,63,40,1,0,1,0,1,12,0,0,0,0,0,1,0,0,12,0,1.331,0.0,0.0,15.631,0.0,0.047,0.0,0.0,0.023,0.0,0.152,0.0,0.0,0.079,0.0,1.179,0.0,0.0,15.552,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.962,0,0,0,0,28.962,06037534301
534302,2022,2,7,1,0,33,63,40,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,06037534302
534403,2022,2,7,1,0,33,63,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037534403
534404,2022,2,7,1,0,33,63,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037534404
534405,2022,2,7,1,0,33,63,40,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.263,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.0,1.206,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.263,0,0,0,0,1.263,06037534405
534406,2022,2,7,1,0,33,63,40,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.551,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.551,0,0,0,0,2.551,06037534406
534501,2022,2,7,1,0,33,53,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037534501
534502,2022,2,7,1,0,33,53,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037534502
534700,2022,2,7,1,0,33,59,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037534700
534802,2022,2,7,1,0,33,59,44,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,06037534802
534803,2022,2,7,1,0,33,59,44,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.303,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,1.296,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.303,0,0,0,0,3.303,06037534803
534804,2022,2,7,1,0,33,59,44,0,0,0,0,1,12,0,0,0,0,0,0,2,9,6,9,0.0,2.526,15.971,7.816,13.962,0.0,0.037,0.171,0.012,0.034,0.0,0.114,0.697,0.039,0.102,0.0,2.412,15.273,7.776,13.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.273,0,0,0,0,52.273,06037534804
534900,2022,2,6,2,0,33,59,40,0,0,0,0,2,3,0,0,0,0,0,9,11,21,0,5,11.954,13.215,33.647,0.0,7.644,0.421,0.202,0.398,0.0,0.019,1.367,0.626,1.627,0.0,0.057,10.587,12.589,32.021,0.0,7.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.461,0,0,0,0,69.461,06037534900
535001,2022,2,6,2,0,33,59,40,2,0,1,0,2,6,0,0,0,0,0,1,0,9,1,1,1.328,0.0,14.42,1.177,1.529,0.047,0.0,0.171,0.002,0.004,0.152,0.0,0.697,0.007,0.011,1.176,0.0,13.723,1.17,1.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.455,0,0,0,0,24.455,06037535001
535002,2022,2,6,2,0,33,59,40,0,0,0,0,2,4,0,0,0,0,0,7,1,7,4,6,9.298,1.201,11.216000000000001,4.708,9.173,0.328,0.018,0.133,0.008,0.023,1.063,0.057,0.542,0.026,0.068,8.235,1.144,10.674,4.682,9.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.596000000000004,0,0,0,0,39.596000000000004,06037535002
535101,2022,2,6,2,0,33,59,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037535101
535102,2022,2,6,2,0,33,59,44,0,0,0,0,1,23,0,0,0,0,0,48,43,39,4,1,63.756,51.66,62.488,4.708,1.529,2.247,0.788,0.739,0.008,0.004,7.29,2.448,3.021,0.026,0.011,56.466,49.212,59.467,4.682,1.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.14,0,0,0,0,207.14,06037535102
535200,2022,2,6,2,0,33,59,44,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.177,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,1.17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.177,0,0,0,0,7.177,06037535200
535300,2022,2,6,2,0,33,59,44,0,0,0,0,2,204,0,0,0,0,0,8,10,64,1,25,10.626,12.014,102.545,1.177,38.22,0.374,0.183,1.212,0.002,0.095,1.215,0.5700000000000001,4.957,0.007,0.28300000000000003,9.411,11.445,97.588,1.17,37.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368.581,0,0,0,0,368.581,06037535300
535400,2022,2,6,2,0,33,59,44,66,0,2,1,2,17,0,0,0,0,0,14,26,75,0,6,18.596,31.236,120.169,0.0,9.173,0.655,0.476,1.421,0.0,0.023,2.127,1.48,5.808999999999999,0.0,0.068,16.469,29.756,114.36,0.0,9.105,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.179,14,0,0,14,210.179,06037535400
