GEOID,median_home_value,median_gross_rent,median_owner_costs_mortgage,B25070_004E,B25070_005E,B25070_006E,B25070_007E,B25070_001E,B25091_005E,B25091_006E,B25091_007E,B25091_008E,B25091_001E,B23025_005E,B23025_003E,B17001_002E,B17001_001E,gini,B19057_002E,B19057_001E,B25022_002E,B25022_001E,B25034_002E,B25034_001E,B03003_003E,B03003_001E,B07001_017E,B07001_001E,B11001_003E,B11001_001E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_001E,B25014_003E,B25014_004E,B25014_001E,n_total_units,pct_rent_30_34,pct_rent_35_39,pct_rent_40_49,pct_rent_50plus,pct_owner_cost_30_34,pct_owner_cost_35_39,pct_owner_cost_40_49,pct_owner_cost_50plus,unemployment_rate,poverty_rate,public_assistance_rate,hud_rate,oldhouses_rate,hispanic_rate,imigration_rate,1phouseholds_rate,n_age_65plus,n_age_under18,over65_rate,under18_rate,n_overcrowded_units,overcrowded_rate,area_km2,housing_density,geometry,tract,year,city,lacity,community_name,spa,sd,cd,ca_ssd,ca_sad,us_cd,demogsurvct,shelthmisct,sheltercountany,streetcountany,totstreetsingadult,totstreetfamhh,totstreetfammem,totsafeparksingadult,totsafeparkfamhh,totsafeparkfammem,totcars,totvans,totcampers,tottents,totencamp,totcarpeople,totvanpeople,totcamperpeople,tottentpeople,totencamppeople,famcarhh,famvanhh,famcamperhh,famtenthh,famencamphh,famcarpeople,famvanpeople,famcamperpeople,famtentpeople,famencamppeople,indcarpeople,indvanpeople,indcamperpeople,indtentpeople,indencamppeople,totesadultsingadult,totesadultfamhh,totesadultfammem,totesyouthsingyouth,totesyouthfamhh,totesyouthfammem,totesyouthunaccyouth,totthadultsingadult,totthadultfamhh,totthadultfammem,totthyouthsingyouth,totthyouthfamhh,totthyouthfammem,totthyouthunaccyouth,totshadultsingadult,totshadultfamhh,totshadultfammem,totshyouthsingyouth,totshyouthfamhh,totshyouthfammem,totshyouthunaccyouth,totunsheltpeople,totespeople,totthpeople,totshpeople,totsheltpeople,totpeople,tract_split_base,demogsurveyany,totmss,totmsspeople,fammsshh,fammsspeople,indmsspeople,n_ArtsRecreation,n_Education,n_Hospitals,n_MunicipalServices,n_PhysicalFeatures,n_PublicSafety,n_Transportation,n_Pantry,n_Parking,total_vehicle,total_unsheltered,non_vehicle_unsheltered,lon,lat
06037269908,,1867.0,,100,221,286,82,1298,0,0,0,0,15,19,1614,98,1916,0.3182,17,1313,,,0,1478,539,1916,1618,1916,191,1313,0,7,31,9,0,0,11,0,144,53,0,17,23,22,57,23,0,0,0,0,1916,15,0,1313,1478,7.704160246533127,17.026194144838215,22.033898305084744,6.317411402157165,0.0,0.0,0.0,0.0,1.1771995043370507,5.11482254697286,1.2947448591012947,,0.0,28.131524008350734,84.44676409185804,14.546839299314545,272.0,125.0,14.19624217118998,6.524008350730689,15.0,1.1424219345011426,,,,,2023,,1.0,,5.0,3.0,5.0,28.0,55.0,36.0,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,269908.0,,,,,,,6.0,25.0,1.0,2.0,0.0,4.0,0.0,2.0,1.0,5.0,7.0,2.0,,
06037269909,896200.0,1881.0,,128,311,220,63,1234,0,0,0,0,69,72,1570,99,1963,0.378,25,1303,283.0,3920.0,36,1428,678,2088,1845,2074,180,1303,0,16,5,28,9,0,165,0,24,33,0,19,17,0,49,43,5,6,48,0,2088,59,10,1303,1428,10.372771474878444,25.202593192868722,17.828200972447323,5.105348460291735,0.0,0.0,0.0,0.0,4.585987261146497,5.043301069791136,1.918649270913277,7.219387755102042,2.5210084033613445,32.4712643678161,88.95853423336548,13.814274750575596,299.0,168.0,14.319923371647509,8.045977011494253,69.0,5.295471987720644,,,,,2023,,1.0,,5.0,3.0,5.0,28.0,55.0,36.0,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,269909.0,,,,,,,6.0,24.0,1.0,2.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,,
06037270101,359500.0,2373.0,860.0,187,231,21,169,966,0,9,22,1,200,16,1252,123,1796,0.3686,49,1166,608.0,3558.0,0,1268,113,1796,1449,1796,128,1166,26,0,16,0,0,0,30,35,16,0,0,0,8,23,64,0,0,0,5,0,1796,176,24,1166,1268,19.358178053830226,23.91304347826087,2.1739130434782608,17.494824016563147,0.0,4.5,11.0,0.5,1.2779552715654952,6.848552338530068,4.202401372212693,17.088251826869026,0.0,6.291759465478843,80.6792873051225,10.977701543739279,123.0,100.0,6.848552338530068,5.56792873051225,200.0,17.152658662092623,,,,,2023,,1.0,,5.0,3.0,5.0,28.0,55.0,37.0,,,,,12.0,0.0,0.0,4.0,0.0,0.0,5.0,6.0,4.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,270101.0,,,,,,,4.0,27.0,2.0,4.0,3.0,3.0,1.0,2.0,8.0,15.0,36.0,21.0,,
06037270102,878500.0,2122.0,3200.0,221,80,93,36,887,31,20,0,25,170,54,1672,224,2154,0.3916,39,1057,870.0,3349.0,0,1309,482,2154,1979,2154,248,1057,0,11,55,26,0,0,0,26,50,22,20,31,0,0,17,15,0,18,18,55,2154,78,74,1057,1309,24.91544532130778,9.019165727170236,10.4847801578354,4.058624577226606,18.235294117647058,11.76470588235294,0.0,14.705882352941178,3.2296650717703352,10.399257195914577,3.6896877956480605,25.977903851896087,0.0,22.376973073351902,91.87558031569174,23.462630085146643,241.0,123.0,11.188486536675951,5.710306406685237,152.0,14.380321665089877,,,,,2023,,1.0,,5.0,3.0,5.0,28.0,55.0,37.0,,,,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,270102.0,,,,,,,4.0,28.0,1.0,3.0,1.0,3.0,0.0,2.0,5.0,3.0,3.0,0.0,,
06037270200,1244000.0,1847.0,3382.0,91,7,126,31,927,27,11,31,24,328,149,2052,478,3606,0.5338,83,1255,1965.0,5283.0,22,1381,1541,3606,3038,3554,555,1255,51,9,46,21,24,0,14,21,127,41,21,3,63,133,79,60,57,34,139,59,3606,198,91,1255,1381,9.816612729234087,0.7551240560949299,13.592233009708737,3.344120819848975,8.231707317073171,3.353658536585366,9.451219512195122,7.317073170731707,7.26120857699805,13.255684969495285,6.613545816733067,37.194775695627484,1.5930485155684286,42.734331669439825,85.48114800225099,44.223107569721115,378.0,624.0,10.482529118136439,17.304492512479204,289.0,23.02788844621514,,,,,2023,,1.0,,5.0,2.0,10.0,28.0,55.0,37.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,270200.0,,,,,,,4.0,33.0,2.0,3.0,3.0,5.0,1.0,2.0,9.0,7.0,13.0,6.0,,
06037270300,1793000.0,1488.0,,41,76,9,25,390,26,45,34,15,751,120,1460,213,2553,0.5334,48,1141,4824.0,6179.0,13,1254,925,2560,2067,2560,380,1141,13,41,29,19,32,14,18,9,47,30,42,28,71,53,71,61,71,13,96,54,2560,618,109,1141,1254,10.512820512820513,19.48717948717949,2.307692307692308,6.41025641025641,3.462050599201065,5.9920106524633825,4.527296937416778,1.9973368841544608,8.21917808219178,8.343125734430082,4.206836108676599,78.070885256514,1.036682615629984,36.1328125,80.7421875,33.30411919368974,322.0,490.0,12.578125000000002,19.140625,727.0,63.71603856266434,,,,,2023,,1.0,,4.0,2.0,10.0,28.0,55.0,37.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,270300.0,,,,,,,6.0,36.0,2.0,2.0,2.0,3.0,2.0,2.0,12.0,6.0,13.0,7.0,,
06037271100,1640800.0,1754.0,3388.0,26,16,33,17,362,68,40,65,37,534,66,1207,206,2277,0.6104,81,896,3268.0,4483.0,12,1039,451,2317,2146,2263,401,896,32,39,84,24,16,69,0,22,90,97,21,5,73,59,88,58,100,11,28,26,2317,371,156,896,1039,7.18232044198895,4.41988950276243,9.116022099447514,4.696132596685083,12.734082397003746,7.490636704119851,12.172284644194757,6.928838951310862,5.468102734051367,9.046991655687307,9.040178571428571,72.89761320544278,1.1549566891241578,19.464825205006477,94.82987185152453,44.754464285714285,499.0,443.0,21.536469572723348,19.11955114372033,527.0,58.81696428571429,,,,,2023,,1.0,,5.0,3.0,5.0,28.0,51.0,36.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,271100.0,,,,,,,9.0,35.0,0.0,2.0,0.0,5.0,4.0,2.0,2.0,9.0,15.0,6.0,,
06037271200,997800.0,2508.0,3966.0,251,107,79,12,1076,46,12,0,10,161,13,1693,153,2495,0.4338,75,1237,877.0,4325.0,68,1375,795,2495,1702,2417,340,1237,0,36,22,21,0,0,0,27,67,55,0,15,102,93,0,0,80,70,25,0,2495,104,57,1237,1375,23.3271375464684,9.944237918215613,7.342007434944238,1.1152416356877324,28.57142857142857,7.453416149068323,0.0,6.211180124223603,0.7678676904902539,6.132264529058117,6.063055780113177,20.277456647398846,4.945454545454545,31.863727454909817,70.41787339677286,27.4858528698464,243.0,370.0,9.739478957915832,14.829659318637276,161.0,13.01535974130962,,,,,2023,,1.0,,5.0,3.0,11.0,28.0,51.0,36.0,,,,,10.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,35.0,13.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,271200.0,,,,,,,8.0,32.0,0.0,4.0,0.0,5.0,5.0,1.0,2.0,7.0,55.0,48.0,,
06037271300,1488600.0,2588.0,3731.0,121,22,54,80,972,123,84,30,118,1194,210,2864,525,5216,0.5504,51,2166,7027.0,10461.0,79,2208,860,5216,4392,5095,1064,2166,21,96,116,79,9,18,29,57,131,62,38,130,201,140,140,28,177,168,163,53,5216,850,344,2166,2208,12.448559670781894,2.263374485596708,5.555555555555555,8.23045267489712,10.301507537688442,7.035175879396985,2.512562814070352,9.882747068676718,7.332402234636872,10.065184049079754,2.3545706371191137,67.173310390976,3.5778985507246377,16.487730061349694,86.20215897939157,49.122807017543856,786.0,1070.0,15.069018404907975,20.513803680981596,1194.0,55.124653739612185,,,,,2023,,1.0,,5.0,3.0,11.0,28.0,55.0,36.0,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,12.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,271300.0,,,,,,,10.0,35.0,0.0,5.0,0.0,6.0,5.0,1.0,7.0,8.0,24.0,16.0,,
06037271400,1770500.0,3501.0,2439.0,16,23,22,0,161,112,230,57,81,1211,44,1499,18,3201,0.44,0,1372,7344.0,8317.0,0,1490,245,3203,3075,3160,812,1372,83,70,78,37,53,45,116,30,71,195,77,88,27,96,105,17,50,151,107,53,3203,994,211,1372,1490,9.937888198757763,14.285714285714285,13.664596273291925,0.0,9.248554913294797,18.9925681255161,4.706853839801816,6.688687035507845,2.935290193462308,0.5623242736644799,0.0,88.30107009739089,0.0,7.64907898844833,97.31012658227847,59.183673469387756,943.0,606.0,29.441148922884796,18.919762722447704,1205.0,87.82798833819243,,,,,2023,,1.0,,5.0,3.0,11.0,28.0,55.0,36.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,271400.0,,,,,,,9.0,34.0,0.0,3.0,0.0,5.0,1.0,0.0,11.0,1.0,1.0,0.0,,
06037271500,2000001.0,2529.0,4001.0,67,111,53,54,565,26,49,27,8,755,78,1360,320,2910,0.5984,25,1320,5346.0,7450.0,49,1401,369,2928,2673,2877,617,1320,17,0,97,136,66,79,34,47,100,79,68,59,23,133,94,21,175,125,96,37,2928,673,82,1320,1401,11.858407079646017,19.646017699115045,9.380530973451327,9.557522123893806,3.443708609271523,6.490066225165562,3.576158940397351,1.0596026490066226,5.735294117647059,10.996563573883162,1.893939393939394,71.75838926174497,3.4975017844396863,12.602459016393441,92.90928050052138,46.74242424242424,782.0,704.0,26.707650273224044,24.043715846994534,755.0,57.1969696969697,,,,,2023,,1.0,,5.0,3.0,11.0,28.0,55.0,36.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,271500.0,,,,,,,6.0,31.0,0.0,2.0,0.0,4.0,3.0,1.0,6.0,0.0,1.0,1.0,,
06037271600,1803600.0,2243.0,2731.0,178,181,165,77,1448,65,48,16,28,613,109,3061,559,4707,0.5371,14,2061,4017.0,8867.0,0,2156,858,5370,3882,5183,1171,2061,8,36,114,6,72,31,0,45,88,107,17,30,174,113,33,23,178,88,53,47,5370,393,220,2061,2156,12.292817679558011,12.5,11.395027624309392,5.31767955801105,10.60358890701468,7.830342577487764,2.6101141924959217,4.567699836867863,3.5609278013721006,11.875929466751646,0.6792819019893256,45.302808165106576,0.0,15.977653631284916,74.89870731236735,56.81707908782144,554.0,709.0,10.316573556797021,13.202979515828678,613.0,29.742843279961185,,,,,2023,,1.0,,5.0,3.0,11.0,28.0,55.0,36.0,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,271600.0,,,,,,,4.0,26.0,0.0,2.0,0.0,5.0,3.0,1.0,6.0,2.0,3.0,1.0,,
06037271702,1039100.0,2282.0,2019.0,147,221,146,49,1368,72,43,7,32,517,153,2835,450,3750,0.4592,62,1885,2654.0,7053.0,0,2115,949,4293,2922,4252,663,1885,43,0,66,0,0,0,28,50,30,74,105,28,98,148,64,16,65,42,36,20,4293,395,114,1885,2115,10.74561403508772,16.15497076023392,10.67251461988304,3.5818713450292394,13.926499032882012,8.317214700193423,1.3539651837524178,6.189555125725339,5.396825396825397,12.0,3.2891246684350133,37.62937756982844,0.0,22.105753552294434,68.7206020696143,35.172413793103445,424.0,489.0,9.876543209876543,11.390635918937805,509.0,27.0026525198939,,,,,2023,,1.0,,5.0,3.0,5.0,28.0,51.0,36.0,,,,,2.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,271702.0,,,,,,,5.0,30.0,0.0,2.0,0.0,5.0,3.0,2.0,7.0,17.0,26.0,9.0,,
06037271703,1436800.0,2424.0,3011.0,62,192,184,22,908,34,66,13,65,444,55,1963,183,2754,0.3861,18,1352,2137.0,5476.0,16,1397,391,2754,2267,2718,383,1352,12,31,76,37,9,0,55,10,85,46,15,39,48,40,31,31,27,74,85,24,2754,246,198,1352,1397,6.828193832599119,21.145374449339208,20.26431718061674,2.4229074889867843,7.657657657657657,14.864864864864865,2.9279279279279278,14.63963963963964,2.8018339276617423,6.64488017429194,1.3313609467455623,39.02483564645727,1.1453113815318539,14.19753086419753,83.40691685062545,28.3284023668639,415.0,360.0,15.068990559186638,13.071895424836603,444.0,32.84023668639053,,,,,2023,,1.0,,5.0,3.0,5.0,28.0,55.0,36.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,271703.0,,,,,,,4.0,25.0,1.0,3.0,0.0,7.0,1.0,2.0,6.0,4.0,5.0,1.0,,
06037271704,1660600.0,2644.0,3233.0,288,199,226,23,1048,76,72,81,20,343,101,1918,188,2974,0.3687,19,1391,2360.0,5648.0,11,1542,137,2982,2631,2954,617,1391,26,30,1,36,38,0,30,13,47,70,2,4,199,50,71,27,69,231,28,7,2982,283,60,1391,1542,27.480916030534353,18.98854961832061,21.564885496183205,2.1946564885496183,22.157434402332363,20.99125364431487,23.61516034985423,5.830903790087463,5.265901981230448,6.321452589105582,1.3659237958303379,41.78470254957507,0.7133592736705577,4.594232059020791,89.06567366283006,44.35657800143781,297.0,682.0,9.959758551307846,22.870556673373574,343.0,24.658519051042415,,,,,2023,,1.0,,5.0,3.0,5.0,28.0,51.0,36.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,271704.0,,,,,,,7.0,28.0,1.0,2.0,0.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,,
06037271801,1057900.0,2156.0,2216.0,210,69,176,170,1496,9,53,0,36,187,115,2350,550,3368,0.4233,50,1683,1115.0,5527.0,8,2031,1421,3368,2921,3338,487,1683,11,21,0,10,55,26,19,34,90,4,25,23,50,0,143,33,82,10,59,31,3368,91,96,1683,2031,14.037433155080215,4.612299465240642,11.76470588235294,11.363636363636363,4.81283422459893,28.342245989304814,0.0,19.25133689839572,4.8936170212765955,16.330166270783845,2.9708853238265003,20.173692780893795,0.3938946331856229,42.19121140142518,87.50748951467945,28.936423054070115,318.0,408.0,9.441805225653207,12.114014251781473,187.0,11.11111111111111,,,,,2023,,1.0,,5.0,3.0,5.0,28.0,55.0,36.0,,,,,9.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,271801.0,,,,,,,5.0,34.0,1.0,4.0,1.0,5.0,0.0,3.0,6.0,11.0,14.0,3.0,,
06037271803,806300.0,2134.0,,119,147,304,169,1534,7,8,16,19,101,117,2393,378,3177,0.4192,75,1635,347.0,4637.0,0,1778,922,3188,2745,3188,259,1635,16,82,21,0,0,0,49,7,0,32,22,0,0,54,91,61,34,39,0,42,3188,79,7,1635,1778,7.757496740547588,9.582790091264668,19.81747066492829,11.016949152542372,6.9306930693069315,7.920792079207921,15.841584158415841,18.81188118811881,4.88926034266611,11.89801699716714,4.587155963302752,7.483286607720509,0.0,28.920953575909664,86.10414052697615,15.84097859327217,229.0,321.0,7.1831869510664985,10.069008782936011,86.0,5.259938837920489,,,,,2023,,1.0,,5.0,3.0,5.0,28.0,55.0,36.0,,,,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,271803.0,,,,,,,5.0,24.0,1.0,3.0,0.0,5.0,0.0,2.0,6.0,2.0,2.0,0.0,,
06037271804,1444100.0,2645.0,4001.0,144,53,26,0,807,4,9,0,5,229,168,1769,111,2293,0.3895,81,1036,1171.0,4156.0,0,1215,390,2293,1853,2278,282,1036,20,29,17,27,4,0,0,22,8,4,5,16,0,35,47,0,23,78,24,49,2293,118,111,1036,1215,17.843866171003718,6.567534076827757,3.2218091697645597,0.0,1.7467248908296942,3.9301310043668125,0.0,2.1834061135371177,9.49689089881289,4.840819886611427,7.818532818532818,28.176130895091433,0.0,17.0082860880942,81.34328358208955,27.220077220077222,152.0,256.0,6.628870475359791,11.164413432184912,229.0,22.104247104247104,,,,,2023,,1.0,,5.0,3.0,5.0,28.0,55.0,36.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,271804.0,,,,,,,5.0,27.0,1.0,4.0,0.0,5.0,0.0,2.0,6.0,3.0,3.0,0.0,,
06037271901,1725000.0,2564.0,1223.0,38,157,123,90,897,53,0,14,15,481,50,2110,202,3358,0.4135,97,1378,2855.0,5892.0,0,1428,993,3358,3011,3311,606,1378,83,41,54,34,8,35,44,0,51,8,80,25,46,163,58,129,50,30,86,14,3358,466,15,1378,1428,4.23634336677815,17.502787068004462,13.712374581939798,10.033444816053512,11.01871101871102,0.0,2.9106029106029108,3.118503118503119,2.3696682464454977,6.015485407980941,7.039187227866474,48.45553292600136,0.0,29.571173317450867,90.93929326487466,43.97677793904209,463.0,576.0,13.787969029184039,17.153067301965454,481.0,34.90566037735849,,,,,2023,,1.0,,5.0,3.0,11.0,28.0,55.0,36.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,15.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,271901.0,,,,,,,5.0,34.0,0.0,2.0,1.0,5.0,0.0,3.0,5.0,8.0,26.0,18.0,,
06037271902,2000001.0,1919.0,3183.0,111,120,176,89,1324,10,30,22,43,537,206,2485,323,3904,0.5292,34,1861,3696.0,7677.0,44,1965,1073,3987,3447,3932,661,1861,47,21,31,92,29,13,10,66,38,79,38,38,86,116,98,48,127,52,51,91,3987,426,111,1861,1965,8.38368580060423,9.06344410876133,13.293051359516618,6.722054380664652,1.86219739292365,5.58659217877095,4.0968342644320295,8.007448789571695,8.289738430583501,8.273565573770492,1.8269747447608813,48.14380617428683,2.2391857506361323,26.912465512916977,87.66531027466938,35.518538420204194,502.0,669.0,12.590920491597693,16.779533483822423,537.0,28.855454056958624,,,,,2023,,1.0,,5.0,3.0,11.0,28.0,55.0,36.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,271902.0,,,,,,,6.0,27.0,0.0,1.0,1.0,5.0,1.0,2.0,5.0,3.0,3.0,0.0,,
06037272100,1723500.0,2672.0,3024.0,88,116,71,17,669,111,117,66,48,1188,135,2582,134,4441,0.538,42,1857,7352.0,9845.0,49,1981,1070,4441,3942,4414,782,1857,72,48,30,86,36,57,66,141,54,28,47,74,86,75,115,47,163,147,112,190,4441,878,305,1857,1981,13.153961136023916,17.339312406576983,10.612855007473842,2.5411061285500747,9.343434343434344,9.848484848484848,5.555555555555555,4.040404040404041,5.2285050348567,3.017338437288899,2.2617124394184165,74.67750126968004,2.4734982332155475,24.093672596262103,89.30675124603535,42.110931610123856,739.0,935.0,16.64039630713803,21.053816707948663,1183.0,63.704900376952075,,,,,2023,,1.0,,5.0,3.0,11.0,28.0,55.0,36.0,,,,,10.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,272100.0,,,,,,,9.0,23.0,1.0,3.0,0.0,7.0,2.0,1.0,11.0,10.0,12.0,2.0,,
06037272201,1532700.0,1997.0,4001.0,117,68,59,93,713,45,62,7,14,268,149,1330,178,2022,0.5233,49,981,1461.0,3890.0,16,1163,491,2022,1689,2022,330,981,18,10,25,20,10,27,41,55,20,27,19,21,7,65,105,0,8,95,25,6,2022,177,91,981,1163,16.40953716690042,9.537166900420758,8.274894810659186,13.043478260869565,16.791044776119403,23.134328358208954,2.6119402985074625,5.223880597014925,11.203007518796992,8.803165182987142,4.994903160040775,37.55784061696658,1.3757523645743766,24.282888229475766,83.53115727002968,33.63914373088685,293.0,311.0,14.490603363006924,15.380811078140455,268.0,27.3190621814475,,,,,2023,,1.0,,5.0,3.0,11.0,28.0,55.0,36.0,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17.0,0.0,17.0,,272201.0,,,,,,,7.0,25.0,1.0,2.0,1.0,5.0,0.0,2.0,8.0,16.0,16.0,0.0,,
